########################################################################################
Starting Measurement Run at 08/10/2020 16:58:21
CSV file: pcb-full.csv
PARTNAME;NETNAME;PAD-ID;PAD-NAME;TRANSFORMED-X;TRANSFORMED-Y;MEASUREMENT-RESULT
BETA;JX1_19_N;69;70;56.5901;53.4139;277 2B4 1EA 1E9 0FE 071
BETA;JX1_19_N;69;70;56.5901;53.4139;277 2B5 1F1 1E7 0F5 07F
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E5 000 000
BETA;GND;70;71;52.2149;52.5228;276 2B4 000 1E8 003 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1EA 000 000
BETA;GND;70;71;52.2149;52.5228;276 2B4 000 1E8 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E8 000 023
BETA;GND;70;71;52.2149;52.5228;276 2B4 000 1E9 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E7 000 000
BETA;GND;70;71;52.2149;52.5228;276 2B4 000 1DC 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1D8 000 000
BETA;GND;70;71;52.2149;52.5228;276 2B4 000 1E4 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E8 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E8 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E5 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E8 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E7 000 000
BETA;GND;70;71;52.2149;52.5228;277 2B4 000 1E7 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B5 000 1E6 000 000
BETA;GND;71;72;56.6089;52.6142;275 2B4 000 1E5 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1E4 000 000
BETA;GND;71;72;56.6089;52.6142;278 2B4 000 1E8 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B5 000 1ED 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1E6 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 001 1EA 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1EA 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B5 000 1E8 000 00C
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1F1 000 000
BETA;GND;71;72;56.6089;52.6142;278 2B4 000 1E6 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B5 000 1E9 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1E8 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1E8 000 001
BETA;GND;71;72;56.6089;52.6142;277 2B4 000 1E8 000 000
BETA;GND;71;72;56.6089;52.6142;277 2B5 000 1E8 000 00B
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EE 1E7 0E8 05C
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EE 1E9 0EF 064
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EA 1E8 0E9 05F
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1E7 1E3 0F2 05E
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EA 1E5 0EE 067
BETA;JX1_20_P;72;73;52.2338;51.7231;278 2B5 1ED 1E6 0ED 064
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B3 1EA 1E8 0F0 073
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EE 1E6 0F5 05A
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1ED 1E5 10D 05E
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B5 1EA 1E8 105 078
BETA;JX1_20_P;72;73;52.2338;51.7231;276 2B5 1EB 1F1 10A 067
BETA;JX1_20_P;72;73;52.2338;51.7231;278 2B4 1ED 1E9 0ED 075
BETA;JX1_20_P;72;73;52.2338;51.7231;278 2B4 1EA 1E3 0FE 068
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B2 1EA 1E4 0F3 04D
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EC 1EA 0F4 06B
BETA;JX1_20_P;72;73;52.2338;51.7231;277 2B4 1EC 1E8 103 064
BETA;JX1_21_P;73;74;56.6277;51.8145;276 2B4 1EB 1E8 0EF 076
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B5 1ED 1E7 0ED 068
BETA;JX1_21_P;73;74;56.6277;51.8145;276 2B4 1ED 1E3 0EF 055
BETA;JX1_21_P;73;74;56.6277;51.8145;278 2B4 1EB 1EE 0E9 062
BETA;JX1_21_P;73;74;56.6277;51.8145;278 2B4 1EF 1DE 0ED 074
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1EB 1E8 0DC 055
BETA;JX1_21_P;73;74;56.6277;51.8145;276 2B4 1ED 1E8 0F2 07A
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1EF 1E5 0E9 069
BETA;JX1_21_P;73;74;56.6277;51.8145;276 2B4 1ED 1E8 0FF 065
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1E6 1EA 0F2 071
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B2 1E9 1E5 0F8 058
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1EE 1E8 10A 05D
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1ED 1EB 0F5 06A
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1EE 1EC 0E5 07E
BETA;JX1_21_P;73;74;56.6277;51.8145;277 2B4 1ED 1E6 0F8 055
BETA;JX1_21_P;73;74;56.6277;51.8145;278 2B4 1EC 1F1 112 071
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B5 1EB 1E0 101 060
BETA;JX1_20_N;74;75;52.2526;50.9234;273 2B4 1EB 1E9 0EF 05B
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EA 1E5 0FE 05D
BETA;JX1_20_N;74;75;52.2526;50.9234;276 2B4 1ED 1E8 0F5 06F
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1ED 1EC 0F4 053
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EE 1E5 0EA 069
BETA;JX1_20_N;74;75;52.2526;50.9234;276 2B4 1ED 1E8 0E8 067
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B2 1ED 1E7 0F8 061
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EC 1E8 0F2 055
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EC 1E9 10E 060
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EE 1F2 0E5 075
BETA;JX1_20_N;74;75;52.2526;50.9234;276 2B4 1ED 1E7 0E2 060
BETA;JX1_20_N;74;75;52.2526;50.9234;276 2B4 1EC 1F1 0F1 05D
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EB 1EA 100 074
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EB 1E8 0E5 068
BETA;JX1_20_N;74;75;52.2526;50.9234;277 2B4 1EC 1E7 0F4 064
BETA;JX1_21_N;75;76;56.6465;51.0148;273 2B4 1E9 1DE 0EF 056
BETA;JX1_21_N;75;76;56.6465;51.0148;276 2B5 1ED 1E8 0FC 060
BETA;JX1_21_N;75;76;56.6465;51.0148;276 2B4 1ED 1E1 100 06B
BETA;JX1_21_N;75;76;56.6465;51.0148;278 2B4 1EB 1E8 0F8 06C
BETA;JX1_21_N;75;76;56.6465;51.0148;276 2B4 1ED 1E2 0F8 064
BETA;JX1_21_N;75;76;56.6465;51.0148;276 2B4 1EB 1EC 0E1 072
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B4 1F0 1ED 0FA 078
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B4 1EB 1EB 0E8 071
BETA;JX1_21_N;75;76;56.6465;51.0148;278 2B4 1ED 1E6 0EE 085
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B3 1EE 1EA 0F8 055
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B4 1EB 1E5 0E5 075
BETA;JX1_21_N;75;76;56.6465;51.0148;278 2B4 1ED 1E8 0F6 065
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B4 1EB 1E6 0EF 04D
BETA;JX1_21_N;75;76;56.6465;51.0148;277 2B4 1F5 1E8 0EE 062
BETA;JX1_21_N;75;76;56.6465;51.0148;278 2B3 1ED 1E8 0D7 05C
BETA;JX1_21_N;75;76;56.6465;51.0148;278 2B4 1EC 1E9 0F0 074
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1DF 000 000
BETA;GND;76;77;52.2714;50.1237;278 2B4 000 1E7 000 000
BETA;GND;76;77;52.2714;50.1237;278 2B4 000 1E7 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1EA 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1F1 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1EC 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E6 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B2 000 1E8 000 000
BETA;GND;76;77;52.2714;50.1237;276 2B4 000 1E8 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 001 1E9 000 000
BETA;GND;76;77;52.2714;50.1237;278 2B4 000 1E6 000 001
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E5 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E8 000 010
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E8 000 000
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E8 000 014
BETA;GND;76;77;52.2714;50.1237;277 2B4 000 1E8 000 000
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B4 1EB 1E3 0D2 04C
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B4 1EB 1E7 0DC 055
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;276 2B4 1EC 1E9 0DC 069
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B4 1EC 1E8 0BD 03C
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B4 1F0 1E8 0D3 04C
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B5 1F1 1EA 0C6 04B
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;279 2B4 1ED 1EB 0C8 07A
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;276 2B4 1ED 1E8 0C0 05C
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;278 2B4 1EA 1E8 0C6 04D
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;278 2B3 1EF 1E9 0D0 046
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B3 1EB 1E8 0C1 058
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B2 1EA 1EA 0B2 057
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;276 2B4 1EE 1E8 0BA 053
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;279 2B4 1ED 1E8 0B4 03E
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;277 2B4 1EB 1E5 0C8 064
BETA;PCIE_N_VCCIO;77;78;56.6654;50.2151;276 2B4 1F2 1E8 0C9 04C
BETA;PCIE_N_V;78;79;52.2902;49.324;276 2B5 1F0 1DF 0C1 038
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B2 1EE 1E8 0E1 057
BETA;PCIE_N_V;78;79;52.2902;49.324;276 2B3 1ED 1E8 0D3 059
BETA;PCIE_N_V;78;79;52.2902;49.324;278 2B4 1F0 1DF 0D4 044
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B3 1EC 1E6 0D2 063
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B2 1EF 1E7 0C3 05D
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B4 1ED 1E8 0C5 053
BETA;PCIE_N_V;78;79;52.2902;49.324;278 2B4 1ED 1EB 0BB 055
BETA;PCIE_N_V;78;79;52.2902;49.324;276 2B4 1E8 1E8 0D8 042
BETA;PCIE_N_V;78;79;52.2902;49.324;278 2B3 1ED 1E8 0AF 042
BETA;PCIE_N_V;78;79;52.2902;49.324;276 2B4 1EF 1E7 0D2 046
BETA;PCIE_N_V;78;79;52.2902;49.324;278 2B4 1F0 1E6 0CC 050
BETA;PCIE_N_V;78;79;52.2902;49.324;276 2B4 1ED 1E5 0BE 048
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B4 1EB 1E4 0CA 059
BETA;PCIE_N_V;78;79;52.2902;49.324;277 2B4 1ED 1E9 0A7 049
BETA;PCIE_N_V;78;79;52.2902;49.324;278 2B4 1ED 1E8 0C1 058
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1EC 1E8 0C3 05B
BETA;PCIE_N_V;79;80;56.6842;49.4154;274 2B2 1EB 1E2 0C5 04A
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B2 1ED 1E5 0C4 05B
BETA;PCIE_N_V;79;80;56.6842;49.4154;278 2B4 1EA 1E8 0C3 04B
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1EC 1E8 0D0 05F
BETA;PCIE_N_V;79;80;56.6842;49.4154;278 2B4 1EB 1DD 0B9 046
BETA;PCIE_N_V;79;80;56.6842;49.4154;278 2B4 1EC 1EF 0BD 05D
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1ED 1E8 0B3 05B
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1ED 1EB 0CB 051
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1EF 1EA 0CB 07A
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1EA 1E8 0C4 076
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1ED 1E2 0CD 054
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1EB 1E8 0B9 05B
BETA;PCIE_N_V;79;80;56.6842;49.4154;277 2B4 1ED 1E8 0B6 044
BETA;PCIE_N_V;79;80;56.6842;49.4154;278 2B4 1E9 1E7 0C3 063
BETA;PCIE_N_V;79;80;56.6842;49.4154;276 2B4 1F0 1E7 0CA 049
BETA;JX1_22_P;80;81;52.309;48.5242;278 2B4 1ED 1E3 0EC 066
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EC 1E8 0F2 05B
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EF 1E8 0E7 07E
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EB 1E9 0FA 067
BETA;JX1_22_P;80;81;52.309;48.5242;278 2B4 1EC 1ED 107 05E
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EB 1E7 0FC 068
BETA;JX1_22_P;80;81;52.309;48.5242;278 2B4 1EA 1E7 0F0 070
BETA;JX1_22_P;80;81;52.309;48.5242;278 2B2 1EB 1E7 0F4 060
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EE 1EE 0E1 062
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1ED 1ED 0EF 071
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EB 1E8 0F0 061
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B4 1EC 1E4 108 05D
BETA;JX1_22_P;80;81;52.309;48.5242;276 2B4 1ED 1E7 0F8 05A
BETA;JX1_22_P;80;81;52.309;48.5242;277 2B2 1E9 1E8 0FD 085
BETA;JX1_22_P;80;81;52.309;48.5242;276 2B4 1EC 1E8 0E4 059
BETA;JX1_22_P;80;81;52.309;48.5242;27D 2B5 1F0 1E5 0F5 060
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B2 1ED 1EA 0ED 074
BETA;JX1_23_P;81;82;56.703;48.6156;27C 2B4 1EF 1E9 0EF 081
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B4 1ED 1E8 0F0 061
BETA;JX1_23_P;81;82;56.703;48.6156;278 2B3 1EA 1EA 0F2 05D
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B4 1EC 1E8 0DD 066
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B4 1EE 1E8 0F2 052
BETA;JX1_23_P;81;82;56.703;48.6156;278 2B4 1EC 1E8 0EE 069
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B4 1ED 1E8 0EB 066
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B4 1EC 1F1 100 06B
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B2 1EC 1E8 0F8 061
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B5 1F0 1E9 0F1 063
BETA;JX1_23_P;81;82;56.703;48.6156;278 2B4 1EB 1E8 0FC 05C
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B4 1ED 1E5 0EB 067
BETA;JX1_23_P;81;82;56.703;48.6156;276 2B4 1EA 1EA 0ED 04A
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B4 1ED 1E8 0E7 067
BETA;JX1_23_P;81;82;56.703;48.6156;277 2B4 1EB 1EA 0E1 07A
BETA;JX1_22_N;82;83;52.3278;47.7245;276 2B4 1EF 1E8 0F4 058
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1E8 1E8 0EE 074
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1ED 1E8 0E8 078
BETA;JX1_22_N;82;83;52.3278;47.7245;278 2B5 1EA 1E8 0F3 071
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1ED 1E8 108 06D
BETA;JX1_22_N;82;83;52.3278;47.7245;276 2B4 1EC 1E8 0E8 06F
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1EC 1E6 0FF 05C
BETA;JX1_22_N;82;83;52.3278;47.7245;278 2B4 1ED 1E8 0F2 06E
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1ED 1E8 0EF 06C
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1EC 1E4 0F4 057
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B3 1EE 1E8 0DF 075
BETA;JX1_22_N;82;83;52.3278;47.7245;278 2B3 1EF 1E8 0FD 05A
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1E7 1E8 0FE 050
BETA;JX1_22_N;82;83;52.3278;47.7245;278 2B4 1EB 1DF 10A 073
BETA;JX1_22_N;82;83;52.3278;47.7245;276 2B4 1EB 1E8 0E2 063
BETA;JX1_22_N;82;83;52.3278;47.7245;277 2B4 1EA 1E7 101 06E
BETA;JX1_23_N;83;84;56.7218;47.8159;278 2B4 1EC 1E8 0E5 077
BETA;JX1_23_N;83;84;56.7218;47.8159;27B 2B5 1EF 1E7 102 067
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1EB 1EA 0EA 05B
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1EB 1E8 107 06B
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1ED 1E8 0E5 075
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1ED 1E8 0FD 052
BETA;JX1_23_N;83;84;56.7218;47.8159;276 2B4 1EA 1ED 0F0 072
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1F0 1E8 0F4 050
BETA;JX1_23_N;83;84;56.7218;47.8159;278 2B4 1ED 1EA 0FD 057
BETA;JX1_23_N;83;84;56.7218;47.8159;278 2B4 1E9 1E5 0FC 071
BETA;JX1_23_N;83;84;56.7218;47.8159;276 2B4 1F0 1EA 0F5 076
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1ED 1F2 0F3 068
BETA;JX1_23_N;83;84;56.7218;47.8159;276 2B4 1ED 1E8 10B 065
BETA;JX1_23_N;83;84;56.7218;47.8159;278 2B3 1EA 1E8 0FB 060
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B5 1ED 1E8 0F1 05E
BETA;JX1_23_N;83;84;56.7218;47.8159;277 2B4 1EB 1E7 0F9 068
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E9 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B3 000 1E6 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E8 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E8 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B2 000 1EA 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E7 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E8 000 000
BETA;GND;84;85;52.3467;46.9248;278 2B2 000 1E6 000 000
BETA;GND;84;85;52.3467;46.9248;278 2B4 000 1E9 000 006
BETA;GND;84;85;52.3467;46.9248;278 2B4 000 1E6 000 002
BETA;GND;84;85;52.3467;46.9248;276 2B4 000 1ED 000 000
BETA;GND;84;85;52.3467;46.9248;278 2B4 000 1E8 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E8 000 004
BETA;GND;84;85;52.3467;46.9248;276 2B4 000 1E9 000 00A
BETA;GND;84;85;52.3467;46.9248;276 2B4 000 1E8 000 000
BETA;GND;84;85;52.3467;46.9248;277 2B4 000 1E8 000 000
BETA;GND;85;86;56.7406;47.0162;276 2B5 000 1E1 000 000
BETA;GND;85;86;56.7406;47.0162;27D 2B4 000 1F0 000 000
BETA;GND;85;86;56.7406;47.0162;278 2B4 000 1E3 001 000
BETA;GND;85;86;56.7406;47.0162;277 2B4 000 1E5 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B5 000 1E6 000 00A
BETA;GND;85;86;56.7406;47.0162;277 2B4 000 1E8 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B3 000 1E7 000 000
BETA;GND;85;86;56.7406;47.0162;278 2B4 000 1F1 000 00B
BETA;GND;85;86;56.7406;47.0162;277 2B4 000 1E0 000 000
BETA;GND;85;86;56.7406;47.0162;276 2B4 000 1E8 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B4 000 1E7 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B3 000 1E8 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B4 000 1EF 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B3 000 1E8 000 000
BETA;GND;85;86;56.7406;47.0162;278 2B4 000 1E3 000 000
BETA;GND;85;86;56.7406;47.0162;277 2B3 000 1E8 000 000
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1ED 1E7 102 048
BETA;BANK13_00_P;86;87;52.3655;46.1251;276 2B4 1EC 1E8 0FF 067
BETA;BANK13_00_P;86;87;52.3655;46.1251;278 2B2 1EB 1E8 0F6 065
BETA;BANK13_00_P;86;87;52.3655;46.1251;278 2B4 1ED 1E8 0EC 06B
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1EB 1E8 0DD 051
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1EC 1E7 0FD 06B
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1EF 1E8 0F2 06D
BETA;BANK13_00_P;86;87;52.3655;46.1251;278 2B4 1ED 1DF 0F4 06C
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1F2 1E7 109 08A
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B2 1EA 1ED 0ED 04C
BETA;BANK13_00_P;86;87;52.3655;46.1251;279 2B4 1ED 1EB 0D7 069
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1EF 1E8 10C 054
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1EA 1E7 0F0 058
BETA;BANK13_00_P;86;87;52.3655;46.1251;278 2B4 1EC 1E7 0F9 048
BETA;BANK13_00_P;86;87;52.3655;46.1251;277 2B4 1E8 1E8 0EE 054
BETA;BANK13_00_P;86;87;52.3655;46.1251;276 2B4 1EC 1E7 10A 05D
BETA;BANK13_01_P;87;88;56.7594;46.2165;277 2B4 1EE 1EA 0FD 074
BETA;BANK13_01_P;87;88;56.7594;46.2165;27C 2B4 1ED 1E1 0F8 05D
BETA;BANK13_01_P;87;88;56.7594;46.2165;277 2B4 1EB 1E8 102 084
BETA;BANK13_01_P;87;88;56.7594;46.2165;277 2B3 1EF 1E9 117 06B
BETA;BANK13_01_P;87;88;56.7594;46.2165;277 2B4 1EB 1E8 0F9 05E
